Title,City,Country_code,Marker_icon,Workplace_type,Experience_level,Published_at,Remote_interview,Remote,Open_to_hire_Ukrainians,Company_size_from,Company_size_to,salary_from_permanent,salary_to_permanent,salary_currency_permanent,currency_exchange_rate,skills_name_0,skills_value_0,skills_name_1,skills_value_1,skills_name_2,skills_value_2
IT Support,Niepołomice,PL,support,office,mid,2022-08-12T06:15:00.000Z,FALSE,FALSE,FALSE,100,0,10000,10000,pln,0,Security,3,Linux,3,MS Office,3
Analityk Biznesowo-Systemowy,Łódź,PL,analytics,partly_remote,mid,2022-11-14T08:00:11.493Z,TRUE,FALSE,FALSE,50,0,10000,16000,pln,0,SQL,3,BPMN,3,UML,3
Tester Automatyzujący,Warszawa,PL,testing,partly_remote,mid,2022-09-29T08:00:15.082Z,TRUE,FALSE,FALSE,50000,0,10000,15000,pln,0,Postman,2,Selenium,3,Java,3
Senior DevOps Engineer - Service Mesh,Warszawa,PL,devops,remote,senior,2022-07-11T14:30:00.000Z,FALSE,TRUE,FALSE,8500,0,10000,20000,pln,0,IaC,4,Continuous Delivery,4,DevOps,4
Java Developer – Rozwój Platformy dla Klienta Biznesowego,Wrocław,PL,java,remote,mid,2022-07-11T14:18:00.000Z,FALSE,TRUE,FALSE,8500,0,10000,20000,pln,0,Oracle,3,Spring Framework,3,Java 8+,3
Java Developer – Rozwój Platformy dla Klienta Biznesowego,Katowice,PL,java,remote,mid,2022-07-11T14:18:00.000Z,FALSE,TRUE,FALSE,8500,0,10000,20000,pln,0,Oracle,3,Spring Framework,3,Java 8+,3
Test Automation Engineer,Katowice,PL,testing,remote,mid,2022-04-27T13:55:00.000Z,FALSE,TRUE,FALSE,8500,0,10000,14000,pln,0,Selenium,3,Python,3,Java,3
Test Automation Engineer,Kraków,PL,testing,remote,mid,2022-04-27T13:55:00.000Z,FALSE,TRUE,FALSE,8500,0,10000,14000,pln,0,Selenium,3,Python,3,Java,3
Cloud Integration Engineer,Gdańsk,PL,other,partly_remote,mid,2022-07-07T09:46:00.000Z,TRUE,FALSE,TRUE,800,0,10000,20000,pln,0,AKS,1,Linux,3,Unix,3
Mid Full Stack .NET Developer,Wrocław,PL,net,partly_remote,mid,2022-07-25T13:58:00.000Z,TRUE,FALSE,TRUE,30,0,10000,15100,pln,0,MS SQL,4,Entity Framework,4,ASP.NET MVC,4
UX/UI Designer,Wrocław,PL,ux,partly_remote,mid,2022-07-26T11:16:00.000Z,TRUE,FALSE,FALSE,500,0,10000,12000,pln,0,UI,3,UX,3,unknown,0
Tester Automatyzujący (web),Wrocław,PL,testing,remote,mid,2022-06-24T12:35:00.000Z,FALSE,TRUE,FALSE,600,0,10000,14000,pln,0,Scrum,3,SQL,3,UAT,3
Tester Automatyzujący,Wrocław,PL,testing,remote,mid,2022-06-24T12:18:00.000Z,FALSE,TRUE,FALSE,600,0,10000,14000,pln,0,SQL,3,TestLink,3,Selenium,3
JavaScript Developer,Warszawa,PL,javascript,remote,mid,2022-08-01T11:00:14.295Z,TRUE,TRUE,FALSE,140,0,10000,19000,pln,0,TypeScript,4,React,4,JavaScript,4
.NET Developer,Łódź,PL,net,remote,mid,2022-04-26T09:00:26.127Z,TRUE,TRUE,FALSE,140,0,10000,19000,pln,0,Relational Databases,4,.NET C#,4,.NET Core,4
JavaScript Developer,Łódź,PL,javascript,remote,mid,2022-04-23T07:00:18.335Z,TRUE,TRUE,FALSE,140,0,10000,19000,pln,0,TypeScript,4,React,4,JavaScript,4
Software tester,Cała Polska,PL,testing,remote,mid,2022-04-27T07:00:18.292Z,TRUE,TRUE,FALSE,11,50,10000,13000,pln,0,Testing,3,English,4,MS Dynamics,4
Software Tester,Poznań,PL,testing,remote,mid,2022-04-26T18:00:13.194Z,TRUE,TRUE,FALSE,11,50,10000,13000,pln,0,Testing,3,English,4,MS Dynamics,4
IT Project Menadżer(ka),Szczecin,PL,pm,partly_remote,mid,2022-07-11T10:32:06.700Z,TRUE,FALSE,FALSE,200,0,10000,16000,pln,0,IT industry,3,Project Management,3,English,4
Cloud Software Developer (JS/ServiceNow),Warszawa,PL,javascript,partly_remote,mid,2022-04-26T10:00:21.809Z,TRUE,FALSE,TRUE,20,50,10000,16000,pln,0,CSS,1,ServiceNow,1,JavaScript,3
Cloud Software Developer (JS/ServiceNow),Bydgoszcz,PL,javascript,remote,mid,2022-04-25T10:00:13.835Z,TRUE,TRUE,TRUE,20,50,10000,16000,pln,0,CSS,1,ServiceNow,1,JavaScript,3
JavaScript Developer (ServiceNow),Katowice,PL,javascript,remote,mid,2022-03-14T07:00:21.700Z,TRUE,TRUE,,20,50,10000,16000,pln,0,Bootsrap,1,AngularJS,1,JavaScript,3
Android Software Developer,Kraków,PL,mobile,remote,mid,2022-03-04T13:00:19.816Z,TRUE,TRUE,,1650,0,10000,15000,pln,0,REST,3,SQL,3,Android SDK,3
iOS Software Developer,Kraków,PL,mobile,remote,mid,2022-03-04T13:00:19.816Z,TRUE,TRUE,,1650,0,10000,15000,pln,0,SQL,3,Objective-C,3,Swift,3
UX Designer,Kraków,PL,ux,partly_remote,mid,2022-02-28T12:00:23.108Z,TRUE,FALSE,,1650,0,10000,14000,pln,0,Sketch,4,InVision,4,Figma,4
DevOps Engineer,Warszawa,PL,devops,office,senior,2022-04-27T07:02:00.000Z,FALSE,FALSE,FALSE,200,250,10000,15000,pln,0,Automation Tools,4,CI/CD,4,DevOps,4
Administrator Bezpieczeństwa IT,Warszawa,PL,admin,partly_remote,mid,2022-02-28T15:00:18.405Z,TRUE,FALSE,,1000,0,10000,15000,pln,0,Window,3,Unix,3,Linux,3
Embedded Linux Developer,Wrocław,PL,c,remote,mid,2022-02-26T12:00:19.697Z,TRUE,TRUE,,50,0,10000,15000,pln,0,C++,4,unknown,0,unknown,0
"Software Eng C/C++, wireless protocols",Kraków,PL,c,remote,mid,2022-04-27T11:00:22.766Z,TRUE,TRUE,TRUE,50,60,10000,14000,pln,0,English,3,C++,3,C,3
Programista Java,Gdańsk,PL,java,partly_remote,mid,2022-10-01T12:13:00.000Z,FALSE,FALSE,FALSE,40,0,10000,15000,pln,0,SOAP/REST,3,Hibernate,3,Spring Boot,3
Software Developer C++ (Mid/Senior),Poznań,PL,other,remote,mid,2022-05-25T09:00:00.000Z,TRUE,TRUE,TRUE,300,0,10000,16000,pln,0,.Net,2,C#,2,C++,3
C++ Developer,Bielsko-Biała,PL,c,partly_remote,mid,2022-03-30T15:00:12.494Z,TRUE,FALSE,TRUE,300,0,10000,14000,pln,0,C,3,Visual Studio,3,C++,3
Programista C++/Linux,Mielec,PL,c,partly_remote,mid,2022-09-19T06:26:00.000Z,TRUE,FALSE,FALSE,100,0,10000,14000,pln,0,Qt,3,Linux,3,SQL,3
Inżynier Systemowy (DevOps),Kraków,PL,devops,remote,mid,2022-03-11T16:00:16.340Z,TRUE,TRUE,,50,0,10000,16000,pln,0,SQL,3,DevOps,3,Linux,3
DevOps,Zielona Góra,PL,devops,office,mid,2022-05-26T10:18:00.000Z,FALSE,FALSE,FALSE,250,0,10000,14000,pln,0,CI,3,Docker,4,Linux,4
Application Support Engineer,Katowice,PL,admin,partly_remote,mid,2022-08-01T15:00:09.323Z,TRUE,FALSE,FALSE,300,0,10000,12000,pln,0,Apache Tomcat,3,unknown,0,unknown,0
Technical Coordinator,Katowice,PL,admin,partly_remote,mid,2022-08-01T15:00:09.323Z,FALSE,FALSE,FALSE,300,0,10000,12000,pln,0,Informatica,2,unknown,0,unknown,0
Systems Integration Engineer,Katowice,PL,admin,remote,mid,2022-08-01T15:00:09.323Z,TRUE,TRUE,FALSE,300,0,10000,12000,pln,0,Apache Tomcat,3,unknown,0,unknown,0
Scrum Master,Łódź,PL,pm,office,senior,2022-10-02T09:00:14.995Z,TRUE,FALSE,FALSE,10001,0,10000,18000,pln,0,JIRA,4,Scrum,5,unknown,0
IT Analyst,Kraków,PL,analytics,partly_remote,mid,2022-05-16T12:56:00.000Z,TRUE,FALSE,TRUE,200,0,10000,17000,pln,0,Confluence,3,JIRA,3,unknown,0
DevOps Support Engineer,Warszawa,PL,support,remote,mid,2022-04-21T07:47:00.000Z,TRUE,TRUE,FALSE,110,0,10000,13000,pln,0,API,3,Bash,3,Linux,3
Programista Wordpress,Kraków,PL,php,partly_remote,mid,2022-04-26T08:00:21.282Z,FALSE,FALSE,FALSE,50,0,10000,12000,pln,0,Responsive Web Design,3,WordPress,3,PHP,3
Mid / Senior Java Developer,Wrocław,PL,java,remote,mid,2022-04-24T14:00:00.000Z,TRUE,TRUE,FALSE,10000,0,10000,17000,pln,0,Spring Boot,3,Git,3,Java,3
Mid / Senior Java Developer,Poznań,PL,java,remote,mid,2022-04-24T14:00:15.336Z,TRUE,TRUE,FALSE,10000,0,10000,17000,pln,0,Spring Boot,3,Git,3,Java,3
Full Stack Developer for Embedded Linux,Gdańsk,PL,c,partly_remote,mid,2022-06-10T13:48:00.000Z,TRUE,FALSE,FALSE,120,0,10000,16000,pln,0,Linux,3,C++,3,C,3
Programista PHP,Warszawa,PL,php,partly_remote,mid,2022-10-03T15:00:09.696Z,FALSE,FALSE,FALSE,50,0,10000,20000,pln,0,MySQL,3,Magento,3,PHP 7,4
Full Stack Developer - React,Warszawa,PL,javascript,office,mid,2022-06-20T15:28:00.000Z,FALSE,FALSE,FALSE,50,0,10000,20000,pln,0,CSS,3,HTML,3,JavaScript,4
Tester automatyzujący,Warszawa,PL,testing,partly_remote,mid,2022-10-03T15:00:09.696Z,TRUE,FALSE,FALSE,126,0,10000,15000,pln,0,REST API,3,.Net,3,C#,3
System Administrator (Helpdesk Team),Gdańsk,PL,support,office,senior,2022-03-30T10:00:26.656Z,TRUE,FALSE,,135,0,10000,14000,pln,0,Problem Solving,4,Troubleshooting,4,Network Administration,4
System Administrator (Helpdesk Team),Gdańsk,PL,admin,partly_remote,senior,2022-02-23T10:00:16.294Z,TRUE,FALSE,,135,0,10000,14000,pln,0,Problem Solving,4,Troubleshooting,4,Network Administration,4
Helpdesk Administrator,Gdańsk,PL,admin,partly_remote,senior,2022-02-11T16:00:14.839Z,TRUE,FALSE,,130,0,10000,14000,pln,0,Problem Solving,5,IT Support,5,Troubleshooting,5
IT Service Specialist,Gliwice,PL,support,remote,mid,2022-04-25T06:53:00.000Z,FALSE,TRUE,FALSE,10,20,10000,12000,pln,0,Linux,3,SQL,3,Windows,3
ERP Support Consultant,Gliwice,PL,erp,remote,mid,2022-04-25T06:53:00.000Z,FALSE,TRUE,FALSE,10,20,10000,12000,pln,0,ERP,3,unknown,0,unknown,0
ERP Consultant,Łódź,PL,erp,remote,mid,2022-03-08T13:00:00.000Z,FALSE,TRUE,,Oct,20,10000,12000,pln,0,SQL,1,ERP,3,unknown,0
IT Support Specialist,Wrocław,PL,support,remote,mid,2022-03-08T13:00:00.000Z,FALSE,TRUE,,Oct,20,10000,12000,pln,0,Linux,1,ERP,1,Windows,3
Junior Java Developer,Kraków,PL,java,partly_remote,junior,2022-08-01T13:16:00.000Z,TRUE,FALSE,FALSE,200,300,10000,13000,pln,0,Java SE,2,Hibernate,2,Spring,2
Business Systems  Analyst - Payments,Warszawa,PL,analytics,partly_remote,mid,2022-10-03T13:13:00.000Z,TRUE,FALSE,TRUE,10000,0,10000,15000,pln,0,SQL,2,SEPA,4,Swift,4
Software Configuration Engineer,Warszawa,PL,support,partly_remote,mid,2022-06-13T09:42:00.000Z,TRUE,FALSE,FALSE,10000,0,10000,12000,pln,0,German,3,English,3,Unix,4
Business Systems  Analyst - Payments,Warszawa,PL,analytics,partly_remote,mid,2022-06-13T07:52:24.072Z,TRUE,FALSE,FALSE,10000,0,10000,16000,pln,0,Kanban,2,Swift,3,SQL,3
Site Reliability Engineer,Warszawa,PL,devops,partly_remote,mid,2022-05-27T08:03:00.000Z,FALSE,FALSE,FALSE,10000,0,10000,15000,pln,0,Scrum,3,Windows Server,3,English,4
Junior Software Engineer,Kraków,PL,c,office,junior,2022-10-27T08:23:00.000Z,TRUE,FALSE,TRUE,5,10,10000,12000,pln,0,C++,1,unknown,0,unknown,0
Junior Embedded Developer,Kraków,PL,c,office,junior,2022-10-01T17:00:09.791Z,TRUE,FALSE,TRUE,5,10,10000,12000,pln,0,Embedded,2,C++,2,unknown,0
Programista C/C++,Grodzisk Mazowiecki,PL,c,office,senior,2022-04-17T09:00:19.445Z,FALSE,FALSE,FALSE,10,0,10000,14000,pln,0,Linux,4,C,5,C++,5
IT Administrator,Warszawa,PL,admin,remote,mid,2022-10-24T07:00:13.674Z,TRUE,TRUE,FALSE,40,0,10000,15000,pln,0,Docker,3,Linux,3,English,3
QA Engineer - Koordynator testów,Warszawa,PL,testing,partly_remote,mid,2022-10-27T17:00:09.548Z,TRUE,FALSE,FALSE,13,25,10000,16000,pln,0,Test planning,5,Test Cases,5,Testing,5
Senior BI Reporter (Tableau),Warszawa,PL,analytics,remote,senior,2022-04-14T12:00:18.011Z,TRUE,TRUE,TRUE,2000,0,10000,15000,pln,0,Team Player,4,Business Analysis,4,English,4
React Developer (Regular or Senior),Kraków,PL,javascript,partly_remote,mid,2022-06-29T08:31:01.749Z,TRUE,FALSE,FALSE,50,0,10000,20000,pln,0,Webpack,3,React,4,JavaScript,4
Backend Developer,Kraków,PL,java,remote,mid,2022-06-07T08:59:00.000Z,TRUE,TRUE,FALSE,50,0,10000,16000,pln,0,Redis,4,Docker,4,Java,4
Application Administrator (Unix/Linux),Łódź,PL,admin,partly_remote,mid,2022-07-05T12:43:52.947Z,FALSE,FALSE,TRUE,20,30,10000,17000,pln,0,Shell Scripting,3,Linux,3,Unix,3
Operations Engineer for Data Processing,Łódź,PL,admin,partly_remote,mid,2022-07-05T11:45:16.583Z,FALSE,FALSE,TRUE,20,30,10000,18000,pln,0,SQL,3,Unix,3,Linux,3
Software Developer (js/PHP) (mid/senior),Wrocław,PL,javascript,partly_remote,mid,2022-02-26T15:00:12.645Z,TRUE,FALSE,,10,0,10000,13000,pln,0,MATERIAL-UI,4,Redux,4,React,4
IT Support Specialist,Warszawa,PL,support,remote,mid,2022-03-02T12:13:00.000Z,TRUE,TRUE,,100,0,10000,15000,pln,0,Linux,3,SQL,3,unknown,0
Mid/Senior Software Engineer,Łódź,PL,c,remote,mid,2022-10-25T08:08:00.000Z,TRUE,TRUE,TRUE,300,0,10000,16500,pln,0,Embedded Systems,3,C,3,C++,4
Mid/Senior Software Engineer,Kraków,PL,c,remote,mid,2022-10-28T13:00:09.448Z,FALSE,TRUE,FALSE,300,0,10000,16500,pln,0,Embedded Systems,3,C,3,C++,4
Mid Software Developer,Łódź,PL,c,remote,mid,2022-10-02T12:00:13.551Z,TRUE,TRUE,TRUE,300,0,10000,13000,pln,0,Linux,3,C,3,Embedded,3
Embedded C Developer,Łódź,PL,c,partly_remote,mid,2022-10-25T12:46:00.000Z,TRUE,FALSE,TRUE,300,0,10000,13000,pln,0,Autosar,1,C,3,unknown,0
Scrum Master,Kraków,PL,pm,partly_remote,senior,2022-10-25T12:32:00.000Z,TRUE,FALSE,FALSE,300,0,10000,18000,pln,0,JIRA,4,Scrum,4,unknown,0
Project Manager,Tajęcina,PL,pm,remote,mid,2022-05-23T12:46:42.075Z,TRUE,TRUE,FALSE,600,0,10000,17000,pln,0,Scrum,3,Agile,3,Project Management,4
JAVA Developer,Kraków,PL,java,remote,mid,2022-05-10T14:11:46.570Z,TRUE,TRUE,FALSE,600,0,10000,18000,pln,0,MS SQL,3,TSQL,3,Java,4
Mid/Senior QA Engineer (AEM),Warszawa,PL,testing,remote,mid,2022-07-11T14:23:55.621Z,FALSE,TRUE,FALSE,1000,0,10000,17000,pln,0,Cypress,4,JavaScript,4,English,5
Sr Application Specialist - Financial,Warszawa,PL,admin,partly_remote,senior,2022-10-28T07:00:15.942Z,FALSE,FALSE,TRUE,50,0,10000,14000,pln,0,application management,3,vendor management,3,stakeholder management,3
Tester,Łódź,PL,testing,partly_remote,mid,2022-04-25T07:00:21.960Z,TRUE,FALSE,TRUE,500,0,10000,17000,pln,0,SQL,3,JMeter,3,Selenium,3
Specjalista SAP PI,Wrocław,PL,erp,partly_remote,junior,2022-10-23T13:00:09.842Z,TRUE,FALSE,FALSE,50,0,10000,16000,pln,0,SAP PI,2,unknown,0,unknown,0
Talent Acquisition Recruiter,Kraków,PL,other,remote,mid,2022-05-24T21:37:45.596Z,TRUE,TRUE,FALSE,5000,0,10000,15000,pln,0,Teams,3,Workday,4,CRM,4
Front-End Developer (Angular 2+),Wrocław,PL,javascript,partly_remote,mid,2022-04-24T14:00:15.336Z,TRUE,FALSE,FALSE,1000,0,10000,18000,pln,0,Bootstrap,1,GitLab,1,Angular,3
Mid Data Scientist,Wrocław,PL,python,partly_remote,mid,2022-04-18T09:00:22.080Z,TRUE,FALSE,TRUE,1000,0,10000,16500,pln,0,R,1,Python,2,SQL,2
C# Software Developer,Wrocław,PL,net,partly_remote,mid,2022-04-10T15:00:13.827Z,TRUE,FALSE,TRUE,4500,0,10000,15000,pln,0,AWS,3,.Net,3,C#,4
Software Delivery Manager REMOTE,Warszawa,PL,devops,remote,senior,2022-07-30T09:00:13.594Z,TRUE,TRUE,FALSE,10000,0,10000,15000,pln,0,Programming (XP),3,Rational Unified Process,3,Scrum,3
Technical Consultant,Warszawa,PL,support,partly_remote,mid,2022-04-25T09:59:00.000Z,TRUE,FALSE,FALSE,10000,0,10000,13000,pln,0,MS SQL,1,WAN,4,LAN,4
Treasury Implementation Consultant,Warszawa,PL,support,partly_remote,mid,2022-04-09T14:00:12.943Z,TRUE,FALSE,FALSE,10000,0,10000,15000,pln,0,Kondor+,1,Calypso,1,Murex,1
Business Analyst,Wrocław,PL,analytics,partly_remote,mid,2022-03-03T11:00:20.583Z,TRUE,FALSE,,10000,0,10000,14000,pln,0,MS Access,4,Visio,4,MS Office,4
Technical Consultant,Warszawa,PL,support,partly_remote,mid,2022-03-01T15:00:12.806Z,TRUE,FALSE,,10000,0,10000,14000,pln,0,MsSQL,3,Windows Server,3,unknown,0
Mid .Net C#/ C++ Developer,Kraków,PL,c,remote,mid,2022-05-24T09:54:00.000Z,FALSE,TRUE,FALSE,50,0,10000,15000,pln,0,WinForms,3,C++,4,C#,4
Programista .NET C#/C++ (mid/regular),Kraków,PL,net,office,mid,2022-05-04T10:45:00.000Z,FALSE,FALSE,FALSE,50,0,10000,15000,pln,0,WinForms,3,C++,4,C#,4
Programista C++,Kraków,PL,c,remote,mid,2022-03-16T16:16:00.000Z,TRUE,TRUE,,50,0,10000,12000,pln,0,PostgreSQL,3,C,3,C++,4
.NET Developer / C#,Rzeszów,PL,net,remote,mid,2022-03-16T16:16:00.000Z,TRUE,TRUE,,50,0,10000,12000,pln,0,WPF,3,.Net,3,C#,3
System Verification Test Engineer,Gdynia,PL,testing,partly_remote,mid,2022-07-28T11:00:15.098Z,TRUE,FALSE,TRUE,450,0,10000,14000,pln,0,PTP,1,mpls,1,WDM/DWDM,3
System Integration Test Engineer,Gdańsk,PL,testing,partly_remote,mid,2022-04-28T11:30:00.000Z,TRUE,FALSE,TRUE,450,0,10000,14000,pln,0,Python,1,Java 12,1,Agile,2
System Integration Test Engineer,Gdynia,PL,java,partly_remote,mid,2022-04-27T13:46:29.105Z,TRUE,FALSE,TRUE,450,0,10000,14000,pln,0,Python,1,Java 12,1,Agile,2
System Verification Test Engineer,Gdynia,PL,testing,remote,mid,2022-03-16T15:00:22.365Z,TRUE,TRUE,,380,0,10000,14000,pln,0,Test Automation,1,Network Protocols,3,IP networks,3
Business Application Support Analyst,Warszawa,PL,support,remote,mid,2022-04-04T17:00:14.495Z,FALSE,TRUE,FALSE,1000,0,10000,13000,pln,0,ERP,4,MS Excel,4,unknown,0
BI Analyst with Tableau,Warszawa,PL,analytics,remote,senior,2022-02-20T11:00:20.723Z,FALSE,TRUE,,1000,0,10000,12000,pln,0,SQL,4,Tableau,4,unknown,0
Mid Java Developer with Devops skills,Warszawa,PL,java,remote,mid,2022-04-03T13:00:12.879Z,TRUE,TRUE,FALSE,1001,5000,10000,12000,pln,0,REST API,2,Spring Framework,3,Java,4
Junior Embedded Developer,Warszawa,PL,c,partly_remote,junior,2022-05-27T12:36:00.000Z,TRUE,FALSE,TRUE,300,0,10000,14000,pln,0,Object Oriented,2,C++,2,English,4
Frontend Developer,Warszawa,PL,ux,partly_remote,mid,2022-05-20T11:57:00.000Z,TRUE,FALSE,TRUE,300,0,10000,16000,pln,0,React,3,TypeScript,3,JavaScript,3
DevOps Engineer,Warszawa,PL,devops,partly_remote,mid,2022-05-19T15:54:00.000Z,TRUE,FALSE,TRUE,300,0,10000,16000,pln,0,Git,3,Scripting,3,Azure DevOps,3
System Administrator,Szczecin,PL,admin,partly_remote,mid,2022-04-22T17:13:00.000Z,TRUE,FALSE,TRUE,230,0,10000,14000,pln,0,Linux,3,unknown,0,unknown,0
Full Stack Developer,Warszawa,PL,javascript,partly_remote,mid,2022-10-28T08:00:11.658Z,FALSE,FALSE,FALSE,100,0,10000,14000,pln,0,JavaScript,3,React,3,Node.js,3
Webcon Developer,Warszawa,PL,data,partly_remote,mid,2022-04-06T14:00:19.873Z,FALSE,FALSE,FALSE,140,0,10000,12000,pln,0,T-SQL,3,SharePoint,3,MS SQL Server,3
Technical Manager,Kraków,PL,admin,partly_remote,senior,2022-10-23T08:00:14.022Z,TRUE,FALSE,FALSE,40,50,10000,16000,pln,0,NGINX,4,Apache,4,Linux,4
Treasury System Implementation Cons.,Warszawa,PL,data,partly_remote,mid,2022-06-01T11:08:00.000Z,FALSE,FALSE,FALSE,10000,0,10000,15000,pln,0,Consulting,3,English,3,Software Implementation,3
Developer in test,Wrocław,PL,testing,remote,senior,2022-05-25T07:52:00.000Z,TRUE,TRUE,TRUE,3000,0,10000,18000,pln,0,Java,3,Selenium,4,JIRA,4
Senior C / Linux Developer,Łódź,PL,c,remote,senior,2022-04-25T09:00:25.579Z,FALSE,TRUE,TRUE,3000,0,10000,18000,pln,0,Linux,4,C,4,unknown,0
Test Automation Senior Specialist,Łódź,PL,testing,remote,senior,2022-04-23T09:00:00.000Z,TRUE,TRUE,TRUE,3000,0,10000,18000,pln,0,Java,3,Selenium,4,JIRA,4
Senior C / Linux Developer,Warszawa,PL,c,remote,senior,2022-04-25T07:00:21.960Z,FALSE,TRUE,TRUE,3000,0,10000,18000,pln,0,Linux,4,C,4,unknown,0
Senior .NET Developer,Łódź,PL,net,remote,senior,2022-04-19T09:00:19.974Z,TRUE,TRUE,TRUE,3000,0,10000,18000,pln,0,.Net,4,unknown,0,unknown,0
BI Developer (Mid/Senior),Łódź,PL,data,partly_remote,mid,2022-04-19T08:00:19.254Z,FALSE,FALSE,TRUE,3000,0,10000,14000,pln,0,Power BI,3,SQL,3,unknown,0
Programista interfejsu użytkownika,Warszawa,PL,javascript,partly_remote,mid,2022-10-26T14:00:00.000Z,TRUE,FALSE,TRUE,430,0,10000,15000,pln,0,Angular,3,TypeScript,4,JavaScript,4
Programista interfejsu użytkownika,Kraków,PL,ux,partly_remote,mid,2022-10-26T14:00:00.000Z,TRUE,FALSE,TRUE,430,0,10000,15000,pln,0,Angular,3,TypeScript,4,JavaScript,4
Programista Java,Poznań,PL,java,partly_remote,mid,2022-10-26T14:00:00.000Z,FALSE,FALSE,FALSE,430,0,10000,15000,pln,0,SQL,3,JavaScript,3,Java,4
Angular Developer,Warszawa,PL,javascript,partly_remote,mid,2022-10-26T12:00:00.000Z,FALSE,FALSE,FALSE,430,0,10000,15000,pln,0,TypeScript,3,JavaScript,3,Angular,3
Analityk/Projektant,Kraków,PL,analytics,partly_remote,mid,2022-10-28T13:00:00.000Z,TRUE,FALSE,TRUE,430,0,10000,15000,pln,0,SQL,1,UML,3,Enterprise Architect,3
Programista Java,Kraków,PL,java,partly_remote,mid,2022-10-26T14:00:00.000Z,FALSE,FALSE,FALSE,230,0,10000,15000,pln,0,SQL,3,JavaScript,3,Java,4
Programista Java,Kraków,PL,java,partly_remote,mid,2022-10-24T13:00:00.000Z,TRUE,FALSE,TRUE,430,0,10000,15000,pln,0,REST,3,Spring,3,Java,4
Front End Developer,Poznań,PL,javascript,partly_remote,mid,2022-04-24T08:00:20.380Z,TRUE,FALSE,FALSE,100,0,10012.34776,20024.69552,usd,0.2297163517,JavaScript,4,CSS,5,HTML,5
iOS Developer,Gdańsk,PL,mobile,remote,mid,2022-03-11T09:00:00.000Z,TRUE,TRUE,,80,0,10050,15000,pln,0,Sketch,4,CocoaPods,4,Swift,5
"Frontend Developer (Vue, 100% remote)",Bydgoszcz,PL,javascript,remote,mid,2022-10-24T08:00:00.000Z,TRUE,TRUE,FALSE,100,0,10100,13450,pln,0,TypeScript,4,Vue.js,4,JavaScript,4
Remote Frontend Developer (React),Bydgoszcz,PL,javascript,remote,mid,2022-08-08T11:15:25.327Z,TRUE,TRUE,FALSE,100,0,10100,13450,pln,0,TypeScript,4,JavaScript,4,React,4
Scrum Master,Wrocław,PL,pm,remote,mid,2022-05-27T19:19:21.339Z,TRUE,TRUE,FALSE,250,0,10100,13300,pln,0,Scrum,3,Agile,3,unknown,0
Junior Project Manager (Agile),Kraków,PL,pm,office,junior,2022-05-30T12:23:00.000Z,TRUE,FALSE,FALSE,4000,0,10100,10100,pln,0,Trello,3,Agile,3,Project Management,3
UI Designer,Gdynia,PL,ux,remote,mid,2022-02-21T08:22:00.000Z,TRUE,TRUE,,30,0,10131,14074,pln,0,MIRO,3,Adobe CC,3,Figma,3
QA Engineer,Warszawa,PL,testing,remote,mid,2022-04-24T11:00:19.180Z,TRUE,TRUE,TRUE,500,1000,10150,16200,pln,0,Mobile Apps,4,Android/iOS,4,Testing,4
QA Automation Engineer,Warszawa,PL,testing,remote,mid,2022-04-06T08:00:17.921Z,FALSE,TRUE,TRUE,501,1000,10150,16500,pln,0,JavaScript,4,Android/iOS,4,Test Automation,4
QA Engineer,Wrocław,PL,testing,remote,mid,2022-03-24T11:00:40.580Z,TRUE,TRUE,,500,1000,10150,16200,pln,0,Mobile Apps,4,Android/iOS,4,Testing,4
Mid Back-End JavaScript Developer,Wrocław,PL,javascript,remote,mid,2022-10-26T09:00:14.552Z,TRUE,TRUE,FALSE,500,0,10200,19700,pln,0,PostgreSQL,2,MySQL,3,JavaScript,3
Mid Software Engineer (Vanilla JS),Kraków,PL,javascript,remote,mid,2022-10-02T13:00:00.000Z,TRUE,TRUE,FALSE,500,0,10200,19700,pln,0,PostgreSQL,2,MySQL,3,JavaScript,3
Senior Software Tester,Warszawa,PL,testing,remote,senior,2022-03-10T23:00:14.956Z,TRUE,TRUE,,700,0,10200,15200,pln,0,SQL,3,Manual Testing,4,software testing,4
Senior .NET Developer,Kraków,PL,net,partly_remote,senior,2022-03-25T10:00:00.000Z,TRUE,FALSE,,30,0,10200,15500,pln,0,Azure Services,4,.NET Core,4,C#,4
QA Engineer,Białystok,PL,testing,remote,mid,2022-04-27T12:22:57.799Z,TRUE,TRUE,FALSE,100,0,10200,15000,pln,0,Scrum,3,Python,3,English,4
Fullstack Developer (Java + Angular),Poznań,PL,java,remote,mid,2022-04-25T10:00:13.835Z,TRUE,TRUE,FALSE,130,0,10200,18900,pln,0,MongoDB,3,Spring,3,Java,3
Python Developer,Katowice,PL,python,partly_remote,mid,2022-07-29T15:00:10.370Z,TRUE,FALSE,FALSE,10000,0,10200,20400,pln,0,SQL,3,Agile,3,Django,3
Senior/Principal PHP Developer,Wrocław,PL,php,remote,senior,2022-04-25T07:29:00.000Z,TRUE,TRUE,FALSE,800,0,10250,19300,pln,0,OOP,5,Wzorce Projektowe,5,PHP 5/7,5
